Compound ID	Target ID	Target type	Acq. method	Name	S00010449	S00010450	S00010451	S00010452	S00010453	S00010454	S00010455	S00010456	S00010457	S00010458	S00010459	S00010460	S00010461	S00010462	S00010463	S00010464	S00010465	S00010466	S00010467	S00010468	S00010469	S00010470	S00010471	S00010472	S00010473	S00010474	S00010475	S00010476	S00010477	S00010478	S00010479	S00010480	S00010481	S00010482	S00010483	S00010484	S00010485	S00010486	S00010487
M03705	765904	UNIQUE	AQM003	UNKNOWN M03705 (M+H), BP 527.40323, RT 2.804															18359					38606	24274				20306		35759										35574	15783	
M03706	765905	UNIQUE	AQM003	UNKNOWN M03706 (M+H), BP 130.15903, RT 2.853	11885220	11534383	12204197	11385481	11395902	11262548	11803025	11364652	11738926	11664039	11353019	10805555		11222011	10861365	11260246	10304801	10139540	10447717	10375030	10828315	9623873	7990316	8152707	9029831	8916963	27575002	9549690	9387586	9184082		9555274	9257848	6455145	5545950	4877483	7371895	7455275	7155922
M03707	765906	UNIQUE	AQM003	UNKNOWN M03707 (M+H), BP 265.14603, RT 2.882					197985	600807	495629	289628		372032	425653	340690			421815		244318	357457	343613		386161																		
M03708	765908	UNIQUE	AQM003	UNKNOWN M03708 (M+H), BP 249.2973, RT 2.928	31397	224297		51312	22511	277638	34518	18975	63746	18485	146617	59559		153310		145391	25141	231437	63229	124495	322153		48795	44369	25963	100374	29133	349823	26588	203528		249808	14970	46545	11375	96384	192986	145074	10633
M03709	765916	UNIQUE	AQM003	UNKNOWN M03709 (M+H), BP 207.17006, RT 3.04	48084	62910	72889	59866	39254		43774	32941	37822	42057	40704	48065		58552	68398	70868		50983	59817	49747	43166	37938	46520	29412	70389	41067	380845	34803	45621	35497		44372	77413	51093	44731		63624		51988
M03715	765959	UNIQUE	AQM003	UNKNOWN M03715 (M+H), BP 372.27581, RT 3.259															20424																								
M03716	765976	UNIQUE	AQM003	UNKNOWN M03716 (M+H), BP 298.34595, RT 3.6	95808	202219	73611	225129	49336	162102	58392	79853	104807	107633	140711	112247		117148	100881	89488	145920	519486	103431	140096		120713	209731	116681	147288	96012	551439	137862	142936	21373		74331	99517	147007	126115	218746	127331	145711	75468
M03717	765980	UNIQUE	AQM003	UNKNOWN M03717 (M+H), BP 330.31545, RT 3.624																	172666	111093	180914		529618																		
M03718	636267	UNIQUE	AQM003	UNKNOWN M03718 (M+H), BP 1494.14816, RT 7.342	160098		34293							30547		30572			70757		196961	176854	258171	124271	39877	77859	176182	584491	125315	206275		103477	138101	167015		101131	115815			2410568	3528367	1470258	
M03719	765987	UNIQUE	AQM003	UNKNOWN M03719 (M+H), BP 375.24975, RT 4.168	868617	1478167	907525	869139	879903	1364865	815711	641804	1251392	578896	1192673	1180487		1275858	1473328	1426991	1235723	917109	998850	1799528	1421246	764194	822976	477426	1895246	1340996		1386566	1290834	1538783		1663691	1962764	1359749	873262	924909	1195108	912942	476273
M03720	765988	UNIQUE	AQM003	UNKNOWN M03720 (M+H), BP 426.35713, RT 4.097							77821	43138							121201										78596	88551							71220				33249	63824	
M03721	765989	UNIQUE	AQM003	UNKNOWN M03721 (M+H), BP 903.57429, RT 4.172	1516739	1538502	1498538	1070751	1046665	1322501	1045490	1167191	1171202	1378207	1200723	1092239		1248384	1326168	1301779	1491508	1231761	1469989	1362176	1026887	954257	1066539	875536	1417292	1688738	1506328	1313374	1141743	1341401		1230852	1510287	972990	1031484	1029909	1681643	1641240	1027562
M03722	765990	UNIQUE	AQM003	UNKNOWN M03722 (M+H), BP 947.58945, RT 4.158	731304	704724	838518	518227	482457	620694	489838	589381	605986	626969	592252	518977		637326	643375	644356	756365	680199	752721	677751	542485	488547	532430	423437	736042	866420	785376	684804	539021	707650		630091	802052	465411	545660	505909	821563	888003	535940
M03723	765991	UNIQUE	AQM003	UNKNOWN M03723 (M+H), BP 854.58072, RT 4.162	4570715	4634451	6093604	4124189	4130055	4919668	4553158	3960235	5761565	4426892	3880317	5081113		4553489	4115991	4915331	4496958	4349742	4052199	5525712	3821245	3807431	4045837	2626313	5077494	5421305	6253348	4410531	3991983	4545409		5062870	5180307	2837509	2309536	2329426	2808631	3049143	1619429
M03724	765992	UNIQUE	AQM003	UNKNOWN M03724 (M+H), BP 458.34736, RT 4.176	8531087	10286972	11207305	9067788	9722937	10647008	9856377	7369594	14633368	7626313	9096869	13074657		10885541	10354318	13065255	10604546	8767845	8716611	16072825	10247420	7475450	7913330	4334339	13840528	10876736	16559815	9493288	10106706	11878999		10228808	14501170	11294618	7129176	8006302	8325461	8207384	4186730
M03726	766002	UNIQUE	AQM003	UNKNOWN M03726 (M+H), BP 502.37259, RT 4.2	15278405	18115758	19559030	15694573	16773795	18491973	17060431	13502506	24258880	14464370	15208150	23055355		18311651	17253427	21709064	18109911	15797322	15707173	27599773	16590042	12433421	13404126	7326095	22703483	18822264	22719932	15350574	16875414	19257638		17069620	24837523	17461373	12419570	12175374	15474051	14948513	7574150
M03727	766005	UNIQUE	AQM003	UNKNOWN M03727 (M+H), BP 690.51421, RT 4.141	84790		61959				114055		180568						65968							75679	51123					80272	60370	165863									
M03728	766009	UNIQUE	AQM003	UNKNOWN M03728 (M+H), BP 590.42577, RT 4.2	29111816	31361741	35747246	28458591	30001764	32651576	30791439	26036600	42730574	28018021	26181781	39416944		31940679	29016170	36665521	31048817	27438840	27175758	45119501	27020863	22156141	24017569	13408600	37962394	33860006	36193394	26848460	28031941	32604974		29803914	39114798	26266427	19377801	17326019	23905677	24346891	12881277
M03729	766014	UNIQUE	AQM003	UNKNOWN M03729 (M+H), BP 646.48949, RT 4.152	82651		61325					93964	169151		92421	19429			85140	38616		18853	35432	68161																			
M03730	766015	UNIQUE	AQM003	UNKNOWN M03730 (M+H), BP 539.40945, RT 4.164	48289	50413	49725								48785	69685			39489				42542	70579	55597	43131	49430			62461			41443	47869		29077	52506			28177	14524	33004	
M03732	766017	UNIQUE	AQM003	UNKNOWN M03732 (M+H), BP 546.39912, RT 4.2	24331443	27415966	30465544	24601250	26075481	27639565	26581460	21947298	37183521	23489884	23022205	34904887		27707803	25446226	32613688	26749239	23575947	23297184	40264916	24293026	18922031	20545420	11197719	33520948	28646320	31507583	22897105	25049065	28486001		25317542	35424864	25163398	17879628	16665500	22562194	21684596	11621318
M03733	766018	UNIQUE	AQM003	UNKNOWN M03733 (M+H), BP 715.5139, RT 4.163					77335	96032				52869	56003				120273					95131	79545																		
M03734	766019	UNIQUE	AQM003	UNKNOWN M03734 (M+H), BP 778.56595, RT 4.173							102599		219353		77375	56742			57830	48558		48305				22806	39614	46389				41149	35127	88348									
M03735	766021	UNIQUE	AQM003	UNKNOWN M03735 (M+H), BP 583.43563, RT 4.2										45071	57180	106374				105957	41275																						
M03736	766023	UNIQUE	AQM003	UNKNOWN M03736 (M+H), BP 602.4622, RT 4.209	45737	64170	58933								73594	48377		34365		24130	31422	73878	25195	73262						34646		54482	50491	70105		55323	62657	44692	49667	40586	43202	84477	
M03737	766024	UNIQUE	AQM003	UNKNOWN M03737 (M+H), BP 573.39812, RT 4.2	554323	761073	686782	545556	587528	780989	566284	527229		435408	664975	704306		728266	670888	840563	661878	598509	557184	872140	712700	465781	460044	285181	885211	644336	1092523	619884	554605	676205		550684	900076	611198		381598		533098	498535
M03738	766025	UNIQUE	AQM003	UNKNOWN M03738 (M+H), BP 491.29978, RT 4.137				161807	308827	255230									256303																								
M03739	766027	UNIQUE	AQM003	UNKNOWN M03739 (M+H), BP 579.35292, RT 4.346	77507		100323	79365	64698		64880		71851	144381	91243	161065		131554		199408	211232	161664	150995	215485	153608		32112	85062	291601	218426		122403	197743	228679		188416	234000	273910		303792	583542	361159	252871
M03741	637102	UNIQUE	AQM003	UNKNOWN M03741 (M+H), BP 108.06579, RT .843	2224708		2744276	2312556	2397166					1873539	1843000	2575806		2516743	2045113	2509108	2708679	1995405	2762581	2079096		2347869	2816308	2235021	2827327	2611582	2054660	1945071	1816505	2076447			2455188	1199225	1323311	1189548		2073716	2249555
M03742	766044	UNIQUE	AQM003	UNKNOWN M03742 (M+H), BP 351.13667, RT 3.8665	1124671		718670		758549	807037	1026029	798850	461021	337650	562469			595518	1604501		725406	612115	684280	894638			388074	279267	772908	463507		640227					616409	263674	450257	581490	332154	685074	274326
M03744	766052	UNIQUE	AQM003	UNKNOWN M03744 (M+H), BP 591.37327, RT 3.916														402679																									
M03745	766054	UNIQUE	AQM003	UNKNOWN M03745 (M+H), BP 610.34793, RT 3.856	271002		274495																																				
M03746	766055	UNIQUE	AQM003	UNKNOWN M03746 (M+H), BP 291.22377, RT 3.9845	675931	834723	681268	618509	633758		705751		690557	274812		738341		954705		957071	725641	601612		791594	943851						7697854					789206	896899						201205
M03747	766063	UNIQUE	AQM003	UNKNOWN M03747 (M+H), BP 353.15064, RT 3.9	670092	704193	829464	525048	835449		823229	729430	378954	262893	686607	741773		1059605	2066042	892563	1012885	946548				474403	505059	317049	1278331	631327		692084	588815	501312		388645	920402	648179	1186256	1308173		1236003	
M03748	766064	UNIQUE	AQM003	UNKNOWN M03748 (M+H), BP 367.16662, RT 3.914	373421		272137											396171	1333241	644275		352848	220097	289689	213086				603169	306780							637246				191050	407632	117971
M03749	766066	UNIQUE	AQM003	UNKNOWN M03749 (M+H), BP 697.44597, RT 4.3	695268	624970	41356	479869	93618	573840	464673	91449	495831	100858	525960	487092		680760		586263	182822	501466	792951	731612			392302	320719		914969	525092	453823	481207	656342		463197	754673	343418	676121		1053262	1048242	645607
M03750	766068	UNIQUE	AQM003	UNKNOWN M03750 (M+H), BP 433.2923, RT 4.341															270844		289034	213014	214646	389837	276937				314311	185032						132933	297560				333151	282260	
M03751	766071	UNIQUE	AQM003	UNKNOWN M03751 (M+H), BP 653.42067, RT 4.29	969022	1061113	700072	967357	1058431	983774	765496	955680		855810	916689	893938		931630	955906	1119598	1143237	949282	921873	1533941	801217	770845	580608	524976	1141072	1012764	500295	1310274	613475	1116201		1593132	1897580	977724	998568	775492	1472846	1493001	997935
M03752	766072	UNIQUE	AQM003	UNKNOWN M03752 (M+H), BP 609.39475, RT 4.3	1293231	1662772	694892											1658564			1905998	1597984	132130	2864095	1305780				1236267	922258						1421698	2064526				380541	158609	202377
M03753	766073	UNIQUE	AQM003	UNKNOWN M03753 (M+H), BP 565.3693, RT 4.315	614479	603810	508693		164578	88983	120785	82299		164994	629281	717846		688767	789711	122983	866343	543480	246749	950694	490877	159632	103028	291127	1027561	765566	106505	584294	108410	193668		568789	1012533	210572	907265	392044	1553557	1189248	211588
M03755	766079	UNIQUE	AQM003	UNKNOWN M03755 (M+H), BP 675.26687, RT 4.293														18206					77647	20436	24835																		
M03758	637143	UNIQUE	AQM003	UNKNOWN M03758 (M+H), BP 118.21805, RT .713	3316473	3885613	1883915	1926557	1699681	2773458	1720462	1704762	1719267	2245981	3097218	1831974		2281766	3135975	2139957	2297925	2330664	2353414	2529290	2334214	1375802	1770568	1872218	1862166	1767086	1924974	3052178	2439583	2573391		3325541	2364364	1952456	1450213	4154330	2705033	2825316	2635225
M03759	766085	UNIQUE	AQM003	UNKNOWN M03759 (M+H), BP 751.52228, RT 4.4					29089	149458	36689		293753						293321	195626	421187			224526	150302	112311	132059					383710	115573	524248						637915			
M03760	766088	UNIQUE	AQM003	UNKNOWN M03760 (M+H), BP 663.46479, RT 4.441								41987497	34386631	96444106		33587640		280349	417309				349303		333252																		
M03761	637148	UNIQUE	AQM003	UNKNOWN M03761 (M+H), BP 119.0481, RT 1.336														381897	398563	300626	358471																						
M12060	766089	UNIQUE	AQM003	UNKNOWN M03761 (M+H), BP 658.5073, RT 4.399	108644	206420	191467				288657		938616		198899	89618		126859	364433		129895	341092	146488	372520		428796	449532		280218	397785	553359		310586	212565		227771	386531	452702	316967	138660	188440	145857	
M03762	766090	UNIQUE	AQM003	UNKNOWN M03762 (M+H), BP 399.3059, RT 4.4															333365				148520	203379		433685	288130		435331	116442	153600	297149	469287	248813		270977		670864	278237	213718	114245	64191	
M03763	766093	UNIQUE	AQM003	UNKNOWN M03763 (M+H), BP 355.28282, RT 4.401	218570	288647		247131	597109	300278	311643	157749						276281	161428	601501	275206	228103	182536	295198	644072	450215	600553	319312	1006357	178621		279996	783819			672912	536759	133188	334281		289548	229722	172600
M03764	766094	UNIQUE	AQM003	UNKNOWN M03764 (M+H), BP 526.42893, RT 4.365	91307	200895	220539	333775	119411	298831	196299	296183	806995					285144	386758	281116	272812	311365	177168	445593	187612	447648	477759	60089	367941	40216	538459	248584	441729	181478		349803	389025	682220		361623	30651		
M03765	766095	UNIQUE	AQM003	UNKNOWN M03765 (M+H), BP 487.3605, RT 4.426	254909		89394												298710										269140	178517							324684					116982	
M03766	766096	UNIQUE	AQM003	UNKNOWN M03766 (M+H), BP 235.20639, RT 4.445	2108407	3034836	724049	2144957	1782014	3023506	1924338	1460416	2051155	1798124	3409382	2410722		2454389	2482315	3466142	2473966	1967591	1581658	2803783	2871213	1866304	2165145	1297980	2776047	902044	9565832	2606773	2644631	2582543		2543958	3124784	1353950	1148023	1860827	1338679	749873	808886
M03767	766098	UNIQUE	AQM003	UNKNOWN M03767 (M+H), BP 441.22158, RT 4.5295														25058			36282	38312																					
M03768	766104	UNIQUE	AQM003	UNKNOWN M03768 (M+H), BP 450.06089, RT 1.0775	424346	269710	332186		293633	425077									151753																								
M03772	766115	UNIQUE	AQM003	UNKNOWN M03772 (M+H), BP 360.03243, RT 1.458	2107754	848044	1639676	1545242	1285372	2018176	925365	1299075	763819	896619	547318	874757		674741	670224	2300445	1478957	1282379	1472482	2295986	1598499	2527441	3597649	4477915	1035704	1468741	2165472	3054727	1229584	1342092		3531601	2455082	2228814	4151695	6769663	2439210	975626	6823552
M03773	766116	UNIQUE	AQM003	UNKNOWN M03773 (M+H), BP 567.30714, RT 3.863	3955407	2955105	3027881	1310671	1281426	2042368	1702891	1498316	2653530	575845	3044549	2075372		2131609	1613997	1868731	2358830	909275	2766193	3006510	1399191	2125124	617964	668119	421688	1386908	706692	2318903	891897	1692110		2183438	2069108	707111		635538	1194896	721280	
M03774	766117	UNIQUE	AQM003	UNKNOWN M03774 (M+H), BP 547.34797, RT 3.866				137396	125386	253323		129778	207959						165405					204691	207943																		
M03776	766121	UNIQUE	AQM003	UNKNOWN M03776 (M+H), BP 938.53668, RT 7.665															203297									385170		180853			219858	161673		118550		233937	42181	328388		310994	282264
M03777	766122	UNIQUE	AQM003	UNKNOWN M03777 (M+H), BP 648.14999, RT 1.472	4118722	4420286	2442706	2992439	2400390	3826538	1758197	2704201	1576970	2315886	1181688	2286581		1271743	1361579	4606846	2388675	2777220	3362665	5058021	3784070	2028160	3028136	3502407	1137995	1586350	2735653	5889385	3241067	1579953		6773534	3979135	3171291	5256014	7283184	5224597	1330869	6958435
M03778	766126	UNIQUE	AQM003	UNKNOWN M03778 (M+H), BP 643.52532, RT 4	32407		99066	402946		38876				312480	98338	279414										598863	1189663	115359	29125	93233			579033						54382	12391		94808	179326
M03779	766127	UNIQUE	AQM003	UNKNOWN M03779 (M+H), BP 620.43567, RT 4.033	1117926	1577196	1247600	1182146	1000381	1497251	1104001	1077330	1854730	1042352	1085896	1533216		1645135	917241	1126006	1015904	1505514	778800	1702859		933799	983410	594590	1518799	1372869	947977	1300939	929177	1198600		1332042	1442528	714194	735523		709436	904774	349069
M03780	766128	UNIQUE	AQM003	UNKNOWN M03780 (M+H), BP 708.48806, RT 4.05	717586		781829	750184	678596	1056096	754862	636168	1308803	532842		1053041		1185137	602649	717865	648490	1115276	546276	1095047		653296	626952	380109	985943	892017	934028		615609	836374		1086429	930353		497338	117092	475228		202588
M03782	766133	UNIQUE	AQM003	UNKNOWN M03782 (M+H), BP 959.52049, RT 7.725	109285		15805											40425	96070	43135	92488		62962	131969	20409	47266	46652	240931	61771	146768		129657	101832	69146		106121	70288	157156	154211	213250	207299	171517	183152
M03783	766135	UNIQUE	AQM003	UNKNOWN M03783 (M+H), BP 610.62544, RT 7.648														15029																									
M03784	766138	UNIQUE	AQM003	UNKNOWN M03784 (M+H), BP 614.6525, RT 7.761														30382																									
M03787	766149	UNIQUE	AQM003	UNKNOWN M03787 (M+H), BP 803.56523, RT 4.177	235272		197631											57620	65862										48408	223553	347389											366056	
M03788	766151	UNIQUE	AQM003	UNKNOWN M03788 (M+H), BP 84.96022, RT 7.851	325410	334159	351802	222993	70824	372940	205205	217678	32577	166327	256633	133152		302951	267822	328670	274636	49867	326487	322549	145687	204340	34747	244195	262626	223120	201676	393152	44485	268792		413342	323371	250561	245610	293193	287120	361567	157965
M03790	766156	UNIQUE	AQM003	UNKNOWN M03790 (M+H), BP 371.22809, RT 2.606															71169										209620	267288							71411				103189	107725	
M03791	766159	UNIQUE	AQM003	UNKNOWN M03791 (M+H), BP 485.34095, RT 4.194	530260	761290	690975	482967	664059	794451	633395		852760		638020	694675		708022	642489	833379	655243	569825	507306	922431	625561	562089	488409	382018	905636	685134	824992	648096	603776	737161		662320	921789	681397	487104	483357	640457	637575	555846
M03792	766161	UNIQUE	AQM003	UNKNOWN M03792 (M+H), BP 645.29943, RT 2.816							335979	340270	291965										70499		331372																		
M03793	766162	UNIQUE	AQM003	UNKNOWN M03793 (M+H), BP 551.52297, RT 2.883										102773		44755							45566	16880							34070					30779					31687		42712
M03794	766165	UNIQUE	AQM003	UNKNOWN M03794 (M+H), BP 366.29816, RT 4.371										48434	93597				107882							64775	69047						127102					68045	40528				
M03795	766166	UNIQUE	AQM003	UNKNOWN M03795 (M+H), BP 828.5848, RT 2.817	5126051	4741854	5387892	3730234	3486844	1698557	2570146	3340779	3513293	3687544	3971940	4365372		4369047	4951721	9016898	8325238	5662009	7737625	8533681	6195039	10773100	10576332	9478858	15233049	14253020	11431416	9409329	7282723	9730828		11200951	13006126	19665055	19611527	10343413	10077077	11863440	4581511
M03796	766168	UNIQUE	AQM003	UNKNOWN M03796 (M+H), BP 741.87818, RT 2.9		83770	221843		163034	153228	84687	130986		156377	83068	97656		75738	79656				299646	220886		195828	250357	253550	235549	215599	510804	74981	235348			279605	131608	497070	376569	531360	514537	375237	604285
M03797	766169	UNIQUE	AQM003	UNKNOWN M03797 (M+H), BP 614.48158, RT 4.418		221521	220045				215174	323086	911870	312577		63804			399501		142166	332957	199318	422331		384330	338245	65327	353065	527167		254955	329228	228910		303916	403209	556922	307563	289657	196312	196095	
M03798	766174	UNIQUE	AQM003	UNKNOWN M03798 (M+H), BP 614.65317, RT .448	11334	22242																																					
M03799	766175	UNIQUE	AQM003	UNKNOWN M03799 (M+H), BP 292.14227, RT .391														50283																									
M03800	766182	UNIQUE	AQM003	UNKNOWN M03800 (M+H), BP 444.51058, RT 3.019				34495	25791		25849	48964		43254	15772	14862		35184	44066		62972	44767				43506	27293	38857	50833	62439	133588	12409	23074	26475				81185	37775		118562	114541	
M03801	766187	UNIQUE	AQM003	UNKNOWN M03801 (M+H), BP 532.46672, RT 6.223															34198																								
M03802	766191	UNIQUE	AQM003	UNKNOWN M03802 (M+H), BP 432.22229, RT .531											125499	106336				230189	105979		176223	158019	371180	146333	147617		1208693	994164	1427953	257653	181665	246267		1034211	1722888						64820
M03805	766200	UNIQUE	AQM003	UNKNOWN M03805 (M+H), BP 601.08868, RT .623	38189		35042		48826	38858										38031	62221	48383	63533	48725		21374	65192	53987	50144	42725	94337			42180		43536	26965			17644	137209	109728	29240
M03807	766203	UNIQUE	AQM003	UNKNOWN M03807 (M+H), BP 763.14052, RT .5755	57406	25156	26409		24502	40002		16028	17089								35263	68480	33997	49293	19137	66603	52459	57350	48669		77438	41017				56331			83120	46360	81468	82035	52330
M03808	766205	UNIQUE	AQM003	UNKNOWN M03808 (M+H), BP 814.28204, RT .632	32582		70001		28516	65295											28434	58322	31483	30995		49333	91959	152290	31850	22531	146633	27510		14247		40040	21455	39399	32149	234901	64239	100232	50734
M03809	766206	UNIQUE	AQM003	UNKNOWN M03809 (M+H), BP 255.09817, RT .65		23988	33503	20877		69632					19288	22451			263572	37014	36157	36037	1038907	607590	180941	63864	50709	441564	206248	57537	302193	152722		43994		3058775	45655	464549	199628	396710	186912	447212	569084
M03810	766211	UNIQUE	AQM003	UNKNOWN M03810 (M+H), BP 591.2622, RT 6.8825	482390	18932	186161											188763	380334		1300647	1522528	1984652	642551					2065754	2339491		595765	771403	1368991		447558	636420		380828	2235231	813129	1048429	828903
M03811	766216	UNIQUE	AQM003	UNKNOWN M03811 (M+H), BP 301.16901, RT .75														185467	237225				320847	230643		141884	250383	384905	219360		118043		331943			53845	257305	246641	390476	1303153	513069	369987	1275122
M03813	637280	UNIQUE	AQM003	UNKNOWN M03813 (M+H), BP 138.04859, RT .875	3898270		4851475	4085841	4233819	3380788	4728037	4567705	4815783	3389071	3236140	4523504		4362929	3542901	4556329	4771773	4141434	4838169	4348986		4798070	4906839	4036439	4945911	4524987	3479678	3539043	3426528	4154301		1888109	4345072	2032842	2250329		3778419	3660120	3901520
M03814	766225	UNIQUE	AQM003	UNKNOWN M03814 (M+H), BP 695.57148, RT 6.93				89480	1946098	320063				1708599		290279										5509774	35581481	986318		441726			304922					288476	413962	314260	174303	505443	91008
M03815	766227	UNIQUE	AQM003	UNKNOWN M03815 (M+H), BP 671.57717, RT 6.931				54222	252736																																		
M03816	766228	UNIQUE	AQM003	UNKNOWN M03816 (M+H), BP 922.55327, RT 6.956				58008	54680																																		
M03821	766239	UNIQUE	AQM003	UNKNOWN M03821 (M+H), BP 344.09138, RT 1.075	192688	97872	189723	144419	90570		134270	139912	187000	177812	198746	250434		278895	277552	293496	339430	331681	274196	295766	341734	304331	587601	243333	352486	362943	556952	163552	265662	321344		181797	253312	3097610	2294861	1925171	580050	518279	385676
M03822	766240	UNIQUE	AQM003	UNKNOWN M03822 (M+H), BP 367.02831, RT 1.046	171045	45216	165188	99127	116935	173975	100075	174555	69176	87820	63897	87971		109495	29486	73947	61758	57188	116089	57555	132904	72186	101237	138884	91711	55599	86225	21532	53027	107161		81074	43575					69075	
M03823	766250	UNIQUE	AQM003	UNKNOWN M03823 (M+H), BP 365.27141, RT .606	68100	79973			21242	48269				50348	120807													58662				57881	52512				88467	72687	62249	61817	137867	209468	161263
M03824	766254	UNIQUE	AQM003	UNKNOWN M03824 (M+H), BP 214.25222, RT 3.539	400060	909289	618061	506469	579381	928586	654507	423119	742541	429774	819877	760622		714963	721424	767900	556907	410587	473777	871739	767739	542699	468847	289871	761403	441427	1200717	810052	646243	608644		817984	797234	147200	114109	128733	101883	115221	40302
M03826	637319	UNIQUE	AQM003	UNKNOWN M03826 (M+H), BP 141.0772, RT .838										139522	93675			86214	66837										34561	29528											74361	80424	
M03827	766261	UNIQUE	AQM003	UNKNOWN M03827 (M+H), BP 620.06503, RT 1.4285	334142	23815	486381	177023	214347	466306	205961	196317	20183	12227	10469	171346		234073	187228	267521	123474	452600	307306	313039	98411	177639	406960	646448	374458	536831	76899	299718	39953	108234		605707	16737	290326	563028	1157461	672500	310124	1263884
M03829	766268	UNIQUE	AQM003	UNKNOWN M03829 (M+H), BP 489.30275, RT 3.058										37889	51092	70473		24931		65440	53298																						
M03830	766269	UNIQUE	AQM003	UNKNOWN M03830 (M+H), BP 712.81984, RT .42	32263		53950	40054	39699		33594	40235	25079		21292	40085		13461	22184	41771	34199	43308	48781	37611	42446	48047	38345	36924	38537	42522	13538	29122	21801	37214		27112	42494	47525	31396		45965	31649	40545
M03831	766271	UNIQUE	AQM003	UNKNOWN M03831 (M+H), BP 326.8875, RT .428					31002	20577	26154	25313	21015	12734	20989	23480		31673	16340	39697	30018	31863	26458	27877	28342	63711	48466	52724	64199	52747	42901	23964	12772	38608		25988	38077	67802	53684	27422	41549	30736	60558
M03832	766273	UNIQUE	AQM003	UNKNOWN M03832 (M+H), BP 525.39141, RT 7.23														57702	30620	26663		18814	18300	32637	25110				14925		475038					30705	17863						
M03833	766277	UNIQUE	AQM003	UNKNOWN M03833 (M+H), BP 842.55663, RT 7.0335																							134789					433720		477571				222593	174522	372295			
M03836	766285	UNIQUE	AQM003	UNKNOWN M03836 (M+H), BP 158.09236, RT 1.169	673384	877397	207142	287006	277938	310191	227672	299270	480699	509404	482905	350593		304405	550311	270330	353858	299613	308893	282553	298695	249146	291792	333610	273494	272612	292262	536832	522646	337423		397840	344147	440704	505155	584921	557250	598888	491397
M03837	766288	UNIQUE	AQM003	UNKNOWN M03837 (M+H), BP 1122.49918, RT 7.381																	29045	50257																					
M03838	766289	UNIQUE	AQM003	UNKNOWN M03838 (M+H), BP 793.06538, RT 7.576								21653	37098					22954	85546							160817	317167	255960				72804	297076					1121639	656644	502553			
M03839	766290	UNIQUE	AQM003	UNKNOWN M03839 (M+H), BP 138.05222, RT 7.876	14877		18904													24752	28684					19229	30338	24801	24062		13077	16821	21055	42295			10867	31342			24647		
M03841	766293	UNIQUE	AQM003	UNKNOWN M03841 (M+H), BP 244.01148, RT .466	26309	12666	46766	21509	22449	25424	19709	20810	19316					32211	22848	58166	22530	41544	32346	38783	23218	106941	83005	87206	77282	78877	46753	42212	26225	69584		36698	43465	271122	262153	165088	64556	66479	59022
M03843	766298	UNIQUE	AQM003	UNKNOWN M03843 (M+H), BP 993.90319, RT 2.836	3393065	3325818	3236635	2584107	2383446	1153778	1859446	2418409	2476219	2942755	2746407	3198576		3037720	3585437	5964149	5984905	4014957	5236632	5826456	4126383	8628690	9164291	8622126	11136068	10518670	9321321	6799250	6342229	7157792		7895594	9356257	18344878	19022331	10368074	8763666	10158598	4481741
M03844	637361	UNIQUE	AQM003	UNKNOWN M03844 (M+H), BP 149.02305, RT 4.998	192631	531324	1056701	247743	543570	277766	353019	82987	351278	420935	162940	368982		277619	290673	289995	257681	294197	441608	448506	273946	337458	317311	390468	319533	757972	2949496	192157	351860	309176		824828	382779	162773	1116783	913419	1093816	639506	180774
M03845	637397	UNIQUE	AQM003	UNKNOWN M03845 (M+H), BP 155.22665, RT .847	822619	381598	1089413	747130	764577	715718	919815	827307	897713	567666	591122	850941		910725	666403	983444	991952	869588	1046009	930542	871428	892502	919233	727617	1057505	917445	613656	707789	528065	827085		351763	936506	293281	369346	401550	753123	744408	733485
M03846	637432	UNIQUE	AQM003	UNKNOWN M03846 (M+H), BP 161.065, RT 2.928	243091	64923		817776	42456	754942									301978	721384	293581		335104		961640					230636	152524										50353	59687	58528
M03847	637514	UNIQUE	AQM003	UNKNOWN M03847 (M+H), BP 182.24444, RT 1.338	3350868	3747279	1970174	2143382	2028218	2671881	1963085	1982478	2224656	2786709	2634773	2250020		2708377	2927937	2269431	2628162	2342717	2503909	2518365	2640091	1918392	2037684	2238901	1782378	1757784	2798125	2321818	2548661	2334794		3423902	2884424	1389542	1439314	2074334	2440899	2180758	2852456
M03848	637600	UNIQUE	AQM003	UNKNOWN M03848 (M+H), BP 208.15235, RT 1.316	66024	39528	47131	55581		60705	68300	11018	16146										41415	41441																			
M03849	637730	UNIQUE	AQM003	UNKNOWN M03849 (M+H), BP 242.28427, RT 3.712	130378	245795	166769		71570	215362								263283	21664	175013	108482	88277	96597	143122	176621				185090	148704						245614	140385				29051	33678	
M03850	637739	UNIQUE	AQM003	UNKNOWN M03850 (M+H), BP 243.1825, RT 1.577		46955	57233	135129	36469	22283	29329	97622	220106	125757	79206	180404		89844	90444	171253	160603	70420	230109	133738	226027	76363	74332	40315	160176	192226	77716		121677	114211		61878	110012						
M03851	637798	UNIQUE	AQM003	UNKNOWN M03851 (M+H), BP 259.0691, RT 2.552	84026	93041	83998	81309	64104	63808	73401	99725	95243	83389	78106	21769		121383	119689	94913	95464	92286	66289	126854	90510				83126	65271	61817						73402						
